earth/post 4200 2300 -2.754428011 0.371720521 -2.754365249 0.371687342 6.4898e-7 -8.26522e-7
moon/halemaumau 5541 2788 -0.476997 -0.018586 -0.473809 -0.020190 5.754e-7 -5.754e-7
