1	0.022536564	-2.90888E-08	0.789397876	-4.36332E-08	6.7	2000
2	0.022092959	1.09083E-07	0.008779976	-1.45444E-07	6.29	2000
3	0.023278329	-2.18166E-08	-0.074918258	2.15742E-07	4.61	2000
4	0.024870942	1.09083E-07	0.233806246	-2.90888E-08	5.51	2000
5	0.027343492	6.3753E-07	1.019912237	7.27221E-08	5.96	2000
6	0.027561658	1.3696E-06	-0.853902337	-9.21146E-08	5.7	2000
7	0.028107073	1.93925E-08	1.120433506	0	5.59	2000
8	0.02885611	9.21146E-07	0.50651879	-4.4118E-07	6.13	2000
9	0.029823314	2.42407E-07	-0.399549499	-1.09083E-07	6.18	2000
10	0.031866803	-4.36332E-08	-0.289962215	8.72665E-08	6.19	2000
11	0.033750304	6.54498E-08	-0.025326667	-4.84814E-09	6.43	2000
12	0.033946654	1.26052E-07	-0.375090649	-1.06659E-07	5.94	2000
13	0.035161112	-8.96905E-08	-0.566718104	0	5.68	2000
14	0.035786522	2.18166E-08	-0.027091389	-7.27221E-09	6.07	2000
15	0.036601009	3.29673E-07	0.507725976	-3.95123E-07	2.06	2000
16	0.036171949	-1.26052E-07	-0.125246766	-7.99943E-08	5.99	2000
17	0.037888189	-2.42407E-07	0.639255927	-3.5149E-07	6.19	2000
18	0.037335502	0	-0.286626696	-6.06017E-08	6.06	2000
19	0.038702676	2.76344E-07	0.444409309	7.51461E-08	6.23	2000
20	0.040738894	2.47255E-07	1.391284365	-6.54498E-08	6.01	2000
21	0.040048034	1.27264E-06	1.032357404	-4.38756E-07	2.27	2000
22	0.039444441	3.32097E-07	0.317858394	-5.81776E-08	5.53	2000
23	0.039444441	1.23627E-07	-0.942443859	3.87851E-08	6.33	2000
24	0.040797071	1.74533E-07	-0.453998924	-9.69627E-09	5.42	2000
25	0.041066143	3.00584E-07	-0.772351827	-4.38756E-07	3.88	2000
26	0.043800492	9.93868E-08	0.194526641	-7.27221E-09	5.51	2000
27	0.045036767	1.93925E-08	0.804111971	0	5.03	2000
28	0.045793076	5.57536E-08	0.997727163	1.45444E-08	6.74	2000
29	0.045000406	8.72665E-08	-0.08292738	-7.99943E-08	5.84	2000
30	0.043785948	-7.0298E-08	-1.427262388	-4.84814E-08	5.28	2000
31	0.046745735	3.6361E-07	-0.199316601	-9.21146E-08	5.85	2000
32	0.046440303	2.9816E-07	-1.270173059	3.87851E-08	6.64	2000
33	0.049152835	-1.86653E-07	-0.253630277	-6.4965E-07	4.89	2000
34	0.050498193	2.42407E-08	-0.457281112	3.87851E-08	5.41	2000
35	0.051196325	4.19364E-07	-0.608542981	2.88464E-07	5.25	2000
36	0.052294428	1.40596E-07	0.840419668	4.12092E-08	6.16	2000
37	0.053087098	1.35748E-07	-0.280328967	-7.51461E-08	5.25	2000
38	0.056025069	6.78739E-08	0.657872773	-2.90888E-08	6.73	2000
39	0.057755854	7.27221E-09	0.265004006	-2.90888E-08	2.83	2000
40	0.05846853	-1.93925E-08	0.471015884	-1.13931E-07	6.3	2000
41	0.05896304	-2.9816E-07	0.716200707	-3.58762E-07	5.72	2000
42	0.059784799	6.30258E-08	-0.453402603	-1.67261E-07	5.94	2000
43	0.059937515	-4.84814E-08	-0.448816265	2.90888E-08	6.31	2000
44	0.061253785	-1.45444E-08	0.579555971	-4.36332E-08	6.25	2000
45	0.063719062	2.25438E-07	0.352672864	0	4.8	2000
46	0.063093652	1.4302E-07	-0.108549783	9.69627E-09	5.12	2000
47	0.058134009	9.69627E-09	-1.44872509	1.93925E-08	5.77	2000
48	0.063879051	-5.81776E-08	-0.297879222	-1.62413E-07	4.44	2000
49	0.065166231	1.57564E-07	0.388932079	-2.66648E-08	6.24	2000
50	0.06536258	2.35135E-07	0.153952584	-6.78739E-08	5.79	2000
51	0.065049876	6.78739E-08	-0.147136104	-2.66648E-08	5.75	2000
52	0.065958901	8.48424E-08	0.550404124	-1.21203E-08	6.45	2000
53	0.066220701	5.09054E-08	0.476179149	-7.51461E-08	6.35	2000
54	0.065318947	1.76957E-07	-0.577626412	-5.57536E-08	6.17	2000
55	0.070831279	4.36332E-08	1.343045404	-4.84814E-09	6.35	2000
56	0.071383966	1.04235E-07	0.760871439	-7.27221E-08	6.15	2000
57	0.070460396	2.95736E-07	-0.533261112	-7.27221E-08	5.67	2000
58	0.069464104	-3.15129E-08	-1.293090202	1.45444E-08	6.49	2000
59	0.072292992	-4.84814E-08	0.14381513	-4.60573E-08	6.11	2000
60	0.073965599	-2.42407E-09	1.073959266	-2.42407E-09	5.74	2000
61	0.072903857	2.90888E-08	-0.345390963	-3.3937E-08	6.47	2000
62	0.074838264	1.93925E-08	0.836841743	0	5.89	2000
63	0.074576464	-1.21203E-07	0.675122443	-4.60573E-08	4.61	2000
64	0.073376551	1.86653E-07	-1.347733552	-1.04235E-07	6.77	2000
65	0.077303541	-1.21203E-08	0.897676164	-9.69627E-09	6.14	2000
66	0.076547232	3.6361E-08	-0.330720501	7.27221E-09	6.45	2000
67	0.077645335	2.30286E-07	0.029476672	2.90888E-08	6.17	2000
68	0.079972441	-1.52716E-07	0.642024213	-9.93868E-08	4.52	2000
69	0.079790636	-8.72665E-08	0.195578687	-9.21146E-08	6.05	2000
70	0.081601415	4.84814E-08	0.764299072	-7.27221E-09	6.11	2000
71	0.081325071	1.40596E-07	0.550079299	-1.45444E-08	5.87	2000
72	0.081579598	1.00114E-06	-0.138705194	-3.36946E-07	6.46	2000
73	0.081637776	1.35748E-07	-0.746385206	2.90888E-08	6.33	2000
74	0.084772096	-3.3937E-08	-0.125246766	-8.72665E-08	3.56	2000
75	0.085928377	-6.30258E-08	0.710867756	-2.42407E-08	6.33	2000
76	0.087644617	1.21203E-08	0.852859987	-4.12092E-08	6.52	2000
77	0.087579167	4.13304E-06	-1.101743938	2.82162E-06	4.23	2000
78	0.089040881	5.09054E-08	0.539932149	9.69627E-09	5.9	2000
79	0.090575316	-6.30258E-08	0.574412098	-3.3937E-08	5.79	2000
80	0.089877184	-4.84814E-09	0.142947314	1.93925E-08	5.37	2000
81	0.091229814	-1.11507E-07	0.191583822	-6.78739E-08	6.56	2000
82	0.092160657	1.45444E-07	0.662677276	-9.69627E-08	5.18	2000
83	0.090102623	-1.69685E-08	-1.193368876	0	5.51	2000
84	0.093898714	9.69627E-08	-0.471558875	-1.79381E-07	5.18	2000
85	0.094996817	1.72109E-07	-0.348057438	-1.21203E-08	5.12	2000
86	0.097847521	1.50292E-07	0.235314016	5.09054E-08	6.23	2000
87	0.093709636	4.84814E-09	-1.336451938	-2.42407E-08	5.97	2000
88	0.099760111	9.55083E-07	-0.205784015	1.47868E-07	6.39	2000
89	0.10127273	7.0298E-08	-0.54042181	-7.27221E-09	6.55	2000
90	0.104865199	-1.69685E-08	0.673299544	-5.57536E-08	7.39	2000
